Year,State,State ANSI,County,ACRES PLANTED,ACRES HARVESTED,Loss,% of Loss
2008,MISSISSIPPI,28,Lee,"3,600","3,400",200,0.055555556
2008,MISSISSIPPI,28,Prentiss,"2,100","2,000",100,0.047619048
2008,MISSISSIPPI,28,Covington,"1,000","1,000",0,0
2008,MISSISSIPPI,28,Bolivar,"59,500","58,800",700,0.011764706
2008,MISSISSIPPI,28,Coahoma,"53,500","53,300",200,0.003738318
2008,MISSISSIPPI,28,Quitman,"27,600","26,700",900,0.032608696
2008,MISSISSIPPI,28,Tallahatchie,"27,000","26,700",300,0.011111111
2008,MISSISSIPPI,28,Tunica,"40,400","40,000",400,0.00990099
2008,MISSOURI,29,Benton,"8,800","8,500",300,0.034090909
2008,MISSOURI,29,Boone,"12,700","12,500",200,0.015748031
2008,MISSOURI,29,Callaway,"14,600","13,600","1,000",0.068493151
2008,MISSOURI,29,Cole,"3,800","2,800","1,000",0.263157895
2008,MISSOURI,29,Cooper,"21,400","20,900",500,0.023364486
2008,MISSOURI,29,Hickory,"1,300",600,700,0.538461538
2008,MISSOURI,29,Howard,"10,700","10,600",100,0.009345794
2008,MISSOURI,29,Laclede,800,300,500,0.625
2008,MISSOURI,29,Maries,"1,000",900,100,0.1
2008,MISSOURI,29,Miller,"2,100",500,"1,600",0.761904762
2008,MISSOURI,29,Moniteau,"7,600","7,200",400,0.052631579
2008,MISSOURI,29,Morgan,"3,900","2,800","1,100",0.282051282
2008,MISSOURI,29,Osage,"2,800","1,700","1,100",0.392857143
2008,MISSOURI,29,Pettis,"29,200","29,000",200,0.006849315
2008,MISSOURI,29,Polk,"3,100","1,800","1,300",0.419354839
2008,MISSOURI,29,Saline,"12,100","11,700",400,0.033057851
2008,MISSOURI,29,Crawford,600,200,400,0.666666667
2008,MISSOURI,29,Franklin,"8,000","7,100",900,0.1125
2008,MISSOURI,29,Gasconade,"3,100","2,500",600,0.193548387
2008,MISSOURI,29,Jefferson,"1,400",900,500,0.357142857
2008,MISSOURI,29,Lincoln,"20,300","16,800","3,500",0.172413793
2008,MISSOURI,29,Montgomery,"21,400","21,300",100,0.004672897
2008,MISSOURI,29,Perry,"17,600","15,700","1,900",0.107954545
2008,MISSOURI,29,St Charles,"9,500","8,300","1,200",0.126315789
2008,MISSOURI,29,St Francois,900,500,400,0.444444444
2008,MISSOURI,29,Ste Genevieve,"5,500","5,300",200,0.036363636
2008,MISSOURI,29,Warren,"8,100","7,500",600,0.074074074
2008,MISSOURI,29,Adair,"4,300","4,200",100,0.023255814
2008,MISSOURI,29,Carroll,"14,400","12,200","2,200",0.152777778
2008,MISSOURI,29,Chariton,"18,100","16,500","1,600",0.08839779
2008,MISSOURI,29,Grundy,"5,200","4,800",400,0.076923077
2008,MISSOURI,29,Linn,"8,400","8,100",300,0.035714286
2008,MISSOURI,29,Livingston,"17,800","15,500","2,300",0.129213483
2008,MISSOURI,29,Macon,"11,800","11,200",600,0.050847458
2008,MISSOURI,29,Randolph,"10,500","9,700",800,0.076190476
2008,MISSOURI,29,Schuyler,"1,600","1,000",600,0.375
2008,MISSOURI,29,Sullivan,"2,100","1,400",700,0.333333333
2008,MISSOURI,29,Audrain,"38,400","37,400","1,000",0.026041667
2008,MISSOURI,29,Clark,"10,500","10,000",500,0.047619048
2008,MISSOURI,29,Knox,"9,800","9,700",100,0.010204082
2008,MISSOURI,29,Lewis,"12,900","12,000",900,0.069767442
2008,MISSOURI,29,Marion,"12,900","12,800",100,0.007751938
2008,MISSOURI,29,Monroe,"15,900","15,600",300,0.018867925
2008,MISSOURI,29,Pike,"20,800","20,000",800,0.038461538
2008,MISSOURI,29,Ralls,"17,900","17,700",200,0.011173184
2008,MISSOURI,29,Scotland,"4,400","4,000",400,0.090909091
2008,MISSOURI,29,Shelby,"14,500","13,800",700,0.048275862
2008,MISSOURI,29,Andrew,"2,700","2,400",300,0.111111111
2008,MISSOURI,29,Atchison,800,500,300,0.375
2008,MISSOURI,29,Buchanan,"3,500","3,000",500,0.142857143
2008,MISSOURI,29,Caldwell,"8,700","8,000",700,0.08045977
2008,MISSOURI,29,Clay,"2,300","2,200",100,0.043478261
2008,MISSOURI,29,Daviess,"5,500","5,000",500,0.090909091
2008,MISSOURI,29,De Kalb,"5,500","5,400",100,0.018181818
2008,MISSOURI,29,Gentry,"4,700","4,400",300,0.063829787
2008,MISSOURI,29,Harrison,"2,700","2,600",100,0.037037037
2008,MISSOURI,29,Holt,"3,500","3,400",100,0.028571429
2008,MISSOURI,29,Nodaway,"4,400","4,000",400,0.090909091
2008,MISSOURI,29,Ray,"11,900","11,000",900,0.075630252
2008,MISSOURI,29,Worth,"1,200","1,200",0,0
2008,MISSOURI,29,Ripley,"2,100",400,"1,700",0.80952381
2008,MISSOURI,29,Wayne,"1,000",500,500,0.5
2008,MISSOURI,29,Webster,"1,500",600,900,0.6
2008,MISSOURI,29,Butler,"33,100","31,400","1,700",0.051359517
2008,MISSOURI,29,Cape Girardeau,"24,000","22,600","1,400",0.058333333
2008,MISSOURI,29,Dunklin,"52,200","44,900","7,300",0.139846743
2008,MISSOURI,29,Mississippi,"78,500","73,500","5,000",0.063694268
2008,MISSOURI,29,New Madrid,"62,400","59,700","2,700",0.043269231
2008,MISSOURI,29,Pemiscot,"49,100","44,400","4,700",0.095723014
2008,MISSOURI,29,Scott,"55,600","53,600","2,000",0.035971223
2008,MISSOURI,29,Stoddard,"73,100","70,900","2,200",0.030095759
2008,MISSOURI,29,Barry,"1,300","1,000",300,0.230769231
2008,MISSOURI,29,Barton,"53,700","53,000",700,0.013035382
2008,MISSOURI,29,Dade,"27,200","25,500","1,700",0.0625
2008,MISSOURI,29,Greene,"1,400",600,800,0.571428571
2008,MISSOURI,29,Jasper,"29,200","28,200","1,000",0.034246575
2008,MISSOURI,29,Lawrence,"6,800","5,200","1,600",0.235294118
2008,MISSOURI,29,Mcdonald,500,100,400,0.8
2008,MISSOURI,29,Newton,"4,300","3,200","1,100",0.255813953
2008,MISSOURI,29,Bates,"36,400","34,000","2,400",0.065934066
2008,MISSOURI,29,Cass,"14,200","13,100","1,100",0.077464789
2008,MISSOURI,29,Cedar,"2,100","1,300",800,0.380952381
2008,MISSOURI,29,Henry,"20,400","19,900",500,0.024509804
2008,MISSOURI,29,Jackson,"9,400","9,100",300,0.031914894
2008,MISSOURI,29,Johnson,"16,600","16,200",400,0.024096386
2008,MISSOURI,29,Lafayette,"10,200","9,600",600,0.058823529
2008,MISSOURI,29,St Clair,"16,700","16,300",400,0.023952096
2008,MISSOURI,29,Vernon,"31,000","30,500",500,0.016129032
2008,MONTANA,30,Broadwater,"15,400","13,100","2,300",0.149350649
2008,MONTANA,30,Cascade,"118,600","112,400","6,200",0.05227656
2008,MONTANA,30,Fergus,"151,500","146,300","5,200",0.034323432
2008,MONTANA,30,Golden Valley,"22,900","22,000",900,0.03930131
2008,MONTANA,30,Judith Basin,"59,000","56,700","2,300",0.038983051
2008,MONTANA,30,Lewis And Clark,"9,800","7,200","2,600",0.265306122
2008,MONTANA,30,Meagher,"5,600","4,800",800,0.142857143
2008,MONTANA,30,Musselshell,"28,900","18,200","10,700",0.370242215
2008,MONTANA,30,Petroleum,"22,900","19,500","3,400",0.148471616
2008,MONTANA,30,Wheatland,"24,400","20,400","4,000",0.163934426
2008,MONTANA,30,Blaine,"82,400","73,900","8,500",0.10315534
2008,MONTANA,30,Chouteau,"446,000","423,800","22,200",0.049775785
2008,MONTANA,30,Glacier,"49,200","47,100","2,100",0.042682927
2008,MONTANA,30,Hill,"320,900","307,800","13,100",0.040822686
2008,MONTANA,30,Liberty,"201,700","187,600","14,100",0.069905801
2008,MONTANA,30,Phillips,"44,200","36,100","8,100",0.183257919
2008,MONTANA,30,Pondera,"129,700","120,000","9,700",0.074787972
2008,MONTANA,30,Teton,"137,600","131,500","6,100",0.044331395
2008,MONTANA,30,Toole,"98,300","93,300","5,000",0.0508647
2008,MONTANA,30,Dawson,"35,200","32,400","2,800",0.079545455
2008,MONTANA,30,Mccone,"44,100","36,400","7,700",0.174603175
2008,MONTANA,30,Richland,"15,800","10,600","5,200",0.329113924
2008,MONTANA,30,Roosevelt,"29,500","22,900","6,600",0.223728814
2008,MONTANA,30,Sheridan,"9,500","9,200",300,0.031578947
2008,MONTANA,30,Valley,"24,500","22,100","2,400",0.097959184
2008,MONTANA,30,Big Horn,"105,600","96,900","8,700",0.082386364
2008,MONTANA,30,Carbon,"4,800","4,600",200,0.041666667
2008,MONTANA,30,Park,"5,700","5,300",400,0.070175439
2008,MONTANA,30,Stillwater,"30,600","29,700",900,0.029411765
2008,MONTANA,30,Sweet Grass,"2,100","2,100",0,0
2008,MONTANA,30,Treasure,"2,300","2,300",0,0
2008,MONTANA,30,Yellowstone,"78,900","76,900","2,000",0.025348542
2008,MONTANA,30,Carter,"27,600","25,600","2,000",0.072463768
2008,MONTANA,30,Custer,"14,200","11,200","3,000",0.211267606
2008,MONTANA,30,Fallon,"23,000","20,900","2,100",0.091304348
2008,MONTANA,30,Powder River,"15,400","14,200","1,200",0.077922078
2008,MONTANA,30,Prairie,"14,500","14,300",200,0.013793103
2008,MONTANA,30,Rosebud,"31,600","31,000",600,0.018987342
2008,MONTANA,30,Wibaux,"11,300","10,300","1,000",0.088495575
2008,NEBRASKA,31,Buffalo,"8,100","7,400",700,0.086419753
2008,NEBRASKA,31,Custer,"17,400","16,700",700,0.040229885
2008,NEBRASKA,31,Dawson,"7,500","7,200",300,0.04
2008,NEBRASKA,31,Hall,"2,000","1,800",200,0.1
2008,NEBRASKA,31,Howard,"5,000","4,700",300,0.06
2008,NEBRASKA,31,Valley,"3,300","3,200",100,0.03030303
2008,NEBRASKA,31,Butler,"2,500","2,300",200,0.08
2008,NEBRASKA,31,Douglas,700,700,0,0
2008,NEBRASKA,31,Hamilton,"3,400","2,800",600,0.176470588
2008,NEBRASKA,31,Lancaster,"10,400","9,900",500,0.048076923
2008,NEBRASKA,31,Merrick,"5,000","3,600","1,400",0.28
2008,NEBRASKA,31,Sarpy,900,700,200,0.222222222
2008,NEBRASKA,31,Saunders,"4,800","4,500",300,0.0625
2008,NEBRASKA,31,Boyd,"7,900","7,400",500,0.063291139
2008,NEBRASKA,31,Cherry,"3,200","3,100",100,0.03125
2008,NEBRASKA,31,Holt,"15,100","14,500",600,0.039735099
2008,NEBRASKA,31,Cedar,"3,300","3,200",100,0.03030303
2008,NEBRASKA,31,Pierce,"2,300","2,300",0,0
2008,NEBRASKA,31,Banner,"46,000","45,500",500,0.010869565
2008,NEBRASKA,31,Box Butte,"114,600","111,600","3,000",0.02617801
2008,NEBRASKA,31,Cheyenne,"182,000","177,900","4,100",0.022527473
2008,NEBRASKA,31,Dawes,"38,500","37,600",900,0.023376623
2008,NEBRASKA,31,Deuel,"77,400","64,900","12,500",0.161498708
2008,NEBRASKA,31,Garden,"45,600","38,700","6,900",0.151315789
2008,NEBRASKA,31,Kimball,"111,900","110,100","1,800",0.016085791
2008,NEBRASKA,31,Morrill,"25,200","24,000","1,200",0.047619048
2008,NEBRASKA,31,Scotts Bluff,"11,700","11,400",300,0.025641026
2008,NEBRASKA,31,Sheridan,"53,400","52,800",600,0.011235955
2008,NEBRASKA,31,Sioux,"4,000","3,100",900,0.225
2008,NEBRASKA,31,Adams,"11,000","10,600",400,0.036363636
2008,NEBRASKA,31,Franklin,"20,800","20,300",500,0.024038462
2008,NEBRASKA,31,Furnas,"70,700","70,000",700,0.00990099
2008,NEBRASKA,31,Harlan,"30,400","29,600",800,0.026315789
2008,NEBRASKA,31,Kearney,"10,900","10,600",300,0.027522936
2008,NEBRASKA,31,Webster,"34,900","31,600","3,300",0.094555874
2008,NEBRASKA,31,Clay,"8,900","8,400",500,0.056179775
2008,NEBRASKA,31,Fillmore,"3,600","3,400",200,0.055555556
2008,NEBRASKA,31,Gage,"33,200","32,100","1,100",0.03313253
2008,NEBRASKA,31,Jefferson,"21,800","20,300","1,500",0.068807339
2008,NEBRASKA,31,Johnson,"6,700","6,500",200,0.029850746
2008,NEBRASKA,31,Nemaha,"5,400","5,300",100,0.018518519
2008,NEBRASKA,31,Nuckolls,"42,500","41,400","1,100",0.025882353
2008,NEBRASKA,31,Otoe,"6,200","6,100",100,0.016129032
2008,NEBRASKA,31,Pawnee,"11,400","10,100","1,300",0.114035088
2008,NEBRASKA,31,Richardson,"6,800","6,700",100,0.014705882
2008,NEBRASKA,31,Saline,"13,600","13,000",600,0.044117647
2008,NEBRASKA,31,Thayer,"28,500","28,100",400,0.014035088
